#                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name             accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----   -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
sp|P0C6U8|R1A_SARS   -           4382 1.10.150.420-FF-000001 -             93   6.9e-44  157.2   2.2   1   1   1.4e-50   6.9e-44  157.2   2.2     2    93  3147  3240  3146  3240 0.98 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 1.10.150.420-FF-000001 -             93   1.2e-43  156.5   2.2   1   1   2.3e-50   1.2e-43  156.5   2.2     2    93  3147  3240  3146  3240 0.98 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|P0C6U8|R1A_SARS   -           4382 1.10.1840.10-FF-000001 -            109   2.3e-58  204.1   1.9   1   1   1.4e-64   7.2e-58  202.5   0.3     1   109  3438  3546  3438  3546 0.99 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 1.10.1840.10-FF-000001 -            109   6.7e-58  202.6   2.0   1   1   2.4e-64   1.2e-57  201.8   0.3     1   109  3438  3546  3438  3546 0.99 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|P0C6U8|R1A_SARS   -           4382 1.10.220.100-FF-000006 -             56       7.8   15.3   1.2   1   1   4.2e-05   4.2e+02    9.8   0.2     5    38  3848  3882  3845  3888 0.89 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P0C6U8|R1A_SARS   -           4382 1.10.8.1190-FF-000001 -            124   1.1e-81  279.8   0.2   1   1     8e-88     4e-81  277.9   0.2     1   124  1598  1721  1598  1721 0.99 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 1.10.8.1190-FF-000001 -            124   2.1e-81  278.8   0.2   1   1   1.4e-87   6.8e-81  277.2   0.2     1   124  1598  1721  1598  1721 0.99 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|P0C6U8|R1A_SARS   -           4382 1.10.8.1190-FF-000002 -            127   6.2e-17   70.7   0.0   1   1   1.1e-22   5.3e-16   67.7   0.0    14   123  1610  1718  1598  1721 0.93 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 1.10.8.1190-FF-000002 -            127   1.4e-16   69.6   0.0   1   1   1.8e-22   8.9e-16   67.0   0.0    14   123  1610  1718  1598  1721 0.93 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|P0C6U8|R1A_SARS   -           4382 1.10.8.1190-FF-000004 -            123   1.1e-06   37.1   2.8   1   1   3.6e-13   1.8e-06   36.4   0.0    16   122  1614  1721  1603  1722 0.93 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 1.10.8.1190-FF-000004 -            123   1.3e-06   36.8   2.6   1   1     6e-13     3e-06   35.7   0.0    16   122  1614  1721  1603  1722 0.93 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|P0C6U8|R1A_SARS   -           4382 1.10.8.1190-FF-000005 -             97         4   16.3   0.0   1   1   3.2e-06        16   14.4   0.0    17    90  1633  1711  1625  1717 0.79 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 1.10.8.1190-FF-000005 -             97       5.8   15.8   0.0   1   1   5.4e-06        27   13.7   0.0    17    90  1633  1711  1625  1717 0.79 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|P0C6U8|R1A_SARS   -           4382 1.10.8.1190-FF-000006 -            112       3.2   16.9   0.0   1   1   2.7e-06        13   14.9   0.0    21    93  1627  1698  1611  1715 0.81 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 1.10.8.1190-FF-000006 -            112       5.2   16.2   0.0   1   1   4.5e-06        22   14.2   0.0    21    93  1627  1698  1611  1715 0.81 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 1.10.8.370-FF-000001 -             86   8.4e-45  159.8   7.0   1   1   7.5e-51   3.7e-44  157.7   7.0     1    86  3832  3917  3832  3917 0.99 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|P0C6U8|R1A_SARS   -           4382 1.10.8.370-FF-000001 -             86   2.2e-44  158.5   7.0   1   1   4.5e-51   2.2e-44  158.5   7.0     1    86  3832  3917  3832  3917 0.99 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 1.10.8.370-FF-000002 -             86   6.6e-13   57.3   1.8   1   1   6.1e-19   3.1e-12   55.2   1.8     2    83  3833  3914  3832  3917 0.95 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|P0C6U8|R1A_SARS   -           4382 1.10.8.370-FF-000002 -             86   8.7e-13   57.0   3.3   1   1   3.6e-19   1.8e-12   55.9   1.8     2    83  3833  3914  3832  3917 0.95 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P59596|VME1_SARS  -            221 1.20.1250.20-FF-001211 -            120       1.5   18.1   4.0   1   1   2.3e-07       2.3   17.5   4.0    10    88    22   103    17   129 0.86 Membrane protein OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=M PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 1.20.1270.60-FF-000108 -            207         1   17.7   0.0   1   1   1.4e-06        14   14.1   0.0   124   177  6599  6652  6591  6672 0.86 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|P59594|SPIKE_SARS -           1255 1.20.5.300-FF-000003 -            142   2.1e-66  231.1  11.8   1   1   2.1e-73   2.1e-66  231.1  11.8     1   142   883  1024   883  1024 0.99 Spike glycoprotein OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=S PE=1 SV=1
sp|P59594|SPIKE_SARS -           1255 1.20.5.300-FF-000006 -             61   2.1e-12   56.0   0.5   1   1   6.6e-19   6.6e-12   54.4   0.5     1    61  1132  1193  1132  1193 0.91 Spike glycoprotein OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=S PE=1 SV=1
sp|P59594|SPIKE_SARS -           1255 1.20.5.300-FF-000009 -             76    0.0085   25.3   0.9   1   1   2.1e-09     0.021   24.1   0.9     5    76  1105  1185  1101  1185 0.67 Spike glycoprotein OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=S PE=1 SV=1
sp|P59594|SPIKE_SARS -           1255 1.20.5.790-FF-000001 -             48   3.1e-32  119.4   4.4   1   1   8.6e-39   8.6e-32  118.1   4.4     1    48  1147  1194  1147  1194 1.00 Spike glycoprotein OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=S PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 2.40.10.10-FF-000033 -            112   1.1e-57  201.8   1.3   1   2   0.00095   4.8e+03    6.5   0.0     1    25  3241  3264  3241  3269 0.81 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 2.40.10.10-FF-000033 -            112   1.1e-57  201.8   1.3   2   2   1.8e-61   9.1e-55  192.3   0.4    10   112  3335  3437  3327  3437 0.95 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|P0C6U8|R1A_SARS   -           4382 2.40.10.10-FF-000033 -            112   3.7e-56  196.8   7.7   1   2   0.00058   2.9e+03    7.2   0.0     1    25  3241  3264  3241  3269 0.81 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P0C6U8|R1A_SARS   -           4382 2.40.10.10-FF-000033 -            112   3.7e-56  196.8   7.7   2   2   1.1e-61   5.4e-55  193.1   0.4    10   112  3335  3437  3327  3437 0.95 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P0C6U8|R1A_SARS   -           4382 2.40.10.10-FF-000045 -             85   1.2e-47  169.1   1.3   1   1   6.7e-54   3.4e-47  167.7   1.3     1    85  3255  3339  3255  3339 0.99 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 2.40.10.10-FF-000045 -             85   1.8e-47  168.6   1.3   1   1   1.1e-53   5.7e-47  166.9   1.3     1    85  3255  3339  3255  3339 0.99 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|Q80H93|NS8B_SARS  -             84 2.40.10.10-FF-000069 -            250       2.9   16.4   0.2   1   1   3.5e-07       3.5   16.1   0.2    19    70    31    80    23    83 0.81 ORF8b protein OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=8b PE=1 SV=1
sp|P0C6U8|R1A_SARS   -           4382 2.40.10.250-FF-000001 -            115   3.3e-64  223.1   0.0   1   1     2e-70     1e-63  221.5   0.0     1   115  4116  4230  4116  4230 1.00 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 2.40.10.250-FF-000001 -            115   5.9e-64  222.3   0.0   1   1   3.4e-70   1.7e-63  220.8   0.0     1   115  4116  4230  4116  4230 1.00 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|P0C6U8|R1A_SARS   -           4382 2.40.10.250-FF-000002 -            112   1.6e-22   88.7   0.0   1   1   1.2e-28   6.1e-22   86.8   0.0     1   112  4116  4230  4116  4230 0.91 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 2.40.10.250-FF-000002 -            112   2.9e-22   87.8   0.0   1   1   2.1e-28     1e-21   86.1   0.0     1   112  4116  4230  4116  4230 0.91 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 2.60.120.1680-FF-000001 -            144   3.9e-97  331.0   7.9   1   1  3.8e-103   1.9e-96  328.7   7.9     1   144  1722  1865  1722  1865 1.00 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
sp|P0C6U8|R1A_SARS   -           4382 2.60.120.1680-FF-000001 -            144   1.1e-96  329.5   7.9   1   1  2.2e-103   1.1e-96  329.5   7.9     1   144  1722  1865  1722  1865 1.00 Replicase polyprotein 1a OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=1a PE=1 SV=1
sp|P0C6X7|R1AB_SARS  -           7073 2.60.120.1680-FF-000002 -            139   1.6e-09   46.7   5.4   1   1     1e-14   5.2e-08   41.8   1.1     5   136  1726  1852  1722  1855 0.92 Replicase polyprotein 1ab OS=Severe acute respiratory syndrome coronavirus OX=694009 GN=rep PE=1 SV=1
